Database,Table,Column,Datatype,Missing,Distinct
protein_institute,Institution,Primary_Conference,object,0,6
protein_institute,Institution,building_id,object,0,7
protein_institute,protein,common_name,object,0,5
protein_institute,protein,protein_name,object,0,5
protein_institute,protein,divergence_from_human_lineage,float64,0,4
protein_institute,protein,accession_number,object,0,5
protein_institute,protein,sequence_length,float64,0,5
protein_institute,protein,sequence_identity_to_human_protein,object,0,5
protein_institute,protein,Institution_id,object,0,4
race_track,race,Race_ID,int64,0,7
race_track,race,Name,object,0,7
race_track,race,Class,object,0,2
race_track,race,Date,object,0,7
race_track,race,Track_ID,object,0,6
race_track,track,Track_ID,int64,0,9
race_track,track,Name,object,0,9
race_track,track,Location,object,0,9
race_track,track,Seating,float64,0,8
race_track,track,Year_Opened,float64,0,8
railway,railway,Railway_ID,int64,0,10
railway,railway,Railway,object,0,10
railway,railway,Builder,object,0,9
railway,railway,Built,object,0,9
railway,railway,Wheels,object,0,8
railway,railway,Location,object,0,8
railway,railway,ObjectNumber,object,0,10
railway,train,Train_ID,int64,0,9
railway,train,Train_Num,object,0,9
railway,train,Name,object,0,8
railway,train,From,object,0,8
railway,train,Arrival,object,0,8
railway,train,Railway_ID,int64,0,7
railway,manager,Manager_ID,int64,0,7
railway,manager,Name,object,0,7
railway,manager,Country,object,0,4
railway,manager,Working_year_starts,object,0,7
railway,manager,Age,int64,0,7
railway,manager,Level,int64,0,5
railway,railway_manage,Railway_ID,int64,0,4
railway,railway_manage,Manager_ID,int64,0,4
railway,railway_manage,From_Year,object,0,4
real_estate_properties,Ref_Feature_Types,feature_type_code,object,0,2
real_estate_properties,Ref_Feature_Types,feature_type_name,object,0,2
real_estate_properties,Ref_Property_Types,property_type_code,object,0,5
real_estate_properties,Ref_Property_Types,property_type_description,object,0,5
real_estate_properties,Other_Available_Features,feature_id,int64,0,3
real_estate_properties,Other_Available_Features,feature_type_code,object,0,2
real_estate_properties,Other_Available_Features,feature_name,object,0,3
real_estate_properties,Other_Available_Features,feature_description,object,0,3
real_estate_properties,Properties,property_id,int64,0,15
real_estate_properties,Properties,property_type_code,object,0,5
real_estate_properties,Properties,date_on_market,object,0,15
real_estate_properties,Properties,date_sold,object,0,15
real_estate_properties,Properties,property_name,object,0,15
real_estate_properties,Properties,property_address,object,0,15
real_estate_properties,Properties,room_count,int64,0,8
real_estate_properties,Properties,vendor_requested_price,float64,0,15
real_estate_properties,Properties,buyer_offered_price,float64,0,13
real_estate_properties,Properties,agreed_selling_price,float64,0,14
real_estate_properties,Properties,apt_feature_1,object,0,12
real_estate_properties,Properties,apt_feature_2,object,0,13
real_estate_properties,Properties,apt_feature_3,object,15,0
real_estate_properties,Properties,fld_feature_1,object,15,0
real_estate_properties,Properties,fld_feature_2,object,15,0
real_estate_properties,Properties,fld_feature_3,object,15,0
real_estate_properties,Properties,hse_feature_1,object,15,0
real_estate_properties,Properties,hse_feature_2,object,15,0
real_estate_properties,Properties,hse_feature_3,object,15,0
real_estate_properties,Properties,oth_feature_1,object,15,0
real_estate_properties,Properties,oth_feature_2,object,15,0
real_estate_properties,Properties,oth_feature_3,object,15,0
real_estate_properties,Properties,shp_feature_1,object,15,0
real_estate_properties,Properties,shp_feature_2,object,15,0
real_estate_properties,Properties,shp_feature_3,object,15,0
real_estate_properties,Properties,other_property_details,object,15,0
real_estate_properties,Other_Property_Features,property_id,int64,0,11
real_estate_properties,Other_Property_Features,feature_id,int64,0,3
real_estate_properties,Other_Property_Features,property_feature_description,object,0,14
restaurants,GEOGRAPHIC,CITY_NAME,object,0,0
restaurants,GEOGRAPHIC,COUNTY,object,0,0
restaurants,GEOGRAPHIC,REGION,object,0,0
restaurants,RESTAURANT,ID,object,0,0
restaurants,RESTAURANT,NAME,object,0,0
restaurants,RESTAURANT,FOOD_TYPE,object,0,0
restaurants,RESTAURANT,CITY_NAME,object,0,0
restaurants,RESTAURANT,RATING,object,0,0
restaurants,LOCATION,RESTAURANT_ID,object,0,0
restaurants,LOCATION,HOUSE_NUMBER,object,0,0
restaurants,LOCATION,STREET_NAME,object,0,0
restaurants,LOCATION,CITY_NAME,object,0,0
restaurant_1,Student,StuID,int64,0,34
restaurant_1,Student,LName,object,0,31
restaurant_1,Student,Fname,object,0,24
restaurant_1,Student,Age,int64,0,9
restaurant_1,Student,Sex,object,0,2
restaurant_1,Student,Major,int64,0,6
restaurant_1,Student,Advisor,int64,0,18
restaurant_1,Student,city_code,object,0,19
restaurant_1,Restaurant,ResID,int64,0,2
restaurant_1,Restaurant,ResName,object,0,2
restaurant_1,Restaurant,Address,object,0,2
restaurant_1,Restaurant,Rating,int64,0,2
restaurant_1,Type_Of_Restaurant,ResID,int64,0,2
restaurant_1,Type_Of_Restaurant,ResTypeID,int64,0,2
restaurant_1,Restaurant_Type,ResTypeID,int64,0,2
restaurant_1,Restaurant_Type,ResTypeName,object,0,2
restaurant_1,Restaurant_Type,ResTypeDescription,object,0,2
restaurant_1,Visits_Restaurant,StuID,int64,0,2
restaurant_1,Visits_Restaurant,ResID,int64,0,2
restaurant_1,Visits_Restaurant,Time,object,0,2
restaurant_1,Visits_Restaurant,Spent,float64,0,2
riding_club,player,Player_ID,int64,0,14
riding_club,player,Sponsor_name,object,0,14
riding_club,player,Player_name,object,0,14
riding_club,player,Gender,object,0,2
riding_club,player,Residence,object,0,6
riding_club,player,Occupation,object,0,11
riding_club,player,Votes,int64,0,14
riding_club,player,Rank,object,0,4
riding_club,club,Club_ID,int64,0,6
riding_club,club,Club_name,object,0,6
riding_club,club,Region,object,0,5
riding_club,club,Start_year,int64,0,6
riding_club,coach,Coach_ID,int64,0,5
riding_club,coach,Coach_name,object,0,5
riding_club,coach,Gender,object,0,2
riding_club,coach,Club_ID,int64,0,2
riding_club,coach,Rank,int64,0,5
riding_club,player_coach,Player_ID,int64,0,7
riding_club,player_coach,Coach_ID,int64,0,4
riding_club,player_coach,Starting_year,int64,0,4
riding_club,match_result,Rank,int64,0,6
riding_club,match_result,Club_ID,int64,0,6
riding_club,match_result,Gold,int64,0,6
riding_club,match_result,Big_Silver,int64,0,6
riding_club,match_result,Small_Silver,int64,0,5
riding_club,match_result,Bronze,int64,0,5
riding_club,match_result,Points,int64,0,6
roller_coaster,roller_coaster,Roller_Coaster_ID,int64,0,6
roller_coaster,roller_coaster,Name,object,0,6
roller_coaster,roller_coaster,Park,object,0,6
roller_coaster,roller_coaster,Country_ID,int64,0,3
roller_coaster,roller_coaster,Length,float64,0,6
roller_coaster,roller_coaster,Height,float64,0,6
roller_coaster,roller_coaster,Speed,object,0,6
roller_coaster,roller_coaster,Opened,object,0,6
roller_coaster,roller_coaster,Status,object,0,1
roller_coaster,country,Country_ID,int64,0,3
roller_coaster,country,Name,object,0,3
roller_coaster,country,Population,int64,0,3
roller_coaster,country,Area,int64,0,3
roller_coaster,country,Languages,object,0,3
sakila_1,actor,actor_id,int64,0,200
sakila_1,actor,first_name,object,0,128
sakila_1,actor,last_name,object,0,121
sakila_1,actor,last_update,object,0,1
sakila_1,address,address_id,int64,0,603
sakila_1,address,address,object,0,603
sakila_1,address,address2,object,4,1
sakila_1,address,district,object,0,378
sakila_1,address,city_id,int64,0,599
sakila_1,address,postal_code,object,0,597
sakila_1,address,phone,object,0,602
sakila_1,address,last_update,object,0,1
sakila_1,category,category_id,int64,0,16
sakila_1,category,name,object,0,16
sakila_1,category,last_update,object,0,1
sakila_1,city,city_id,int64,0,600
sakila_1,city,city,object,0,599
sakila_1,city,country_id,int64,0,109
sakila_1,city,last_update,object,0,1
sakila_1,country,country_id,int64,0,109
sakila_1,country,country,object,0,109
sakila_1,country,last_update,object,0,1
sakila_1,customer,customer_id,int64,0,599
sakila_1,customer,store_id,int64,0,2
sakila_1,customer,first_name,object,0,591
sakila_1,customer,last_name,object,0,599
sakila_1,customer,email,object,0,599
sakila_1,customer,address_id,int64,0,599
sakila_1,customer,active,int64,0,2
sakila_1,customer,create_date,object,0,2
sakila_1,customer,last_update,object,0,1
sakila_1,film,film_id,int64,0,1000
sakila_1,film,title,object,0,1000
sakila_1,film,description,object,0,1000
sakila_1,film,release_year,int64,0,1
sakila_1,film,language_id,int64,0,1
sakila_1,film,original_language_id,object,1000,0
sakila_1,film,rental_duration,int64,0,5
sakila_1,film,rental_rate,float64,0,3
sakila_1,film,length,int64,0,140
sakila_1,film,replacement_cost,float64,0,21
sakila_1,film,rating,object,0,5
sakila_1,film,special_features,object,0,15
sakila_1,film,last_update,object,0,1
sakila_1,film_actor,actor_id,int64,0,200
sakila_1,film_actor,film_id,int64,0,997
sakila_1,film_actor,last_update,object,0,1
sakila_1,film_category,film_id,int64,0,1000
sakila_1,film_category,category_id,int64,0,16
sakila_1,film_category,last_update,object,0,1
sakila_1,film_text,film_id,object,0,0
sakila_1,film_text,title,object,0,0
sakila_1,film_text,description,object,0,0
sakila_1,inventory,inventory_id,int64,0,4581
sakila_1,inventory,film_id,int64,0,958
sakila_1,inventory,store_id,int64,0,2
sakila_1,inventory,last_update,object,0,1
sakila_1,language,language_id,object,0,0
sakila_1,language,name,object,0,0
sakila_1,language,last_update,object,0,0
sakila_1,payment,payment_id,int64,0,16049
sakila_1,payment,customer_id,int64,0,599
sakila_1,payment,staff_id,int64,0,2
sakila_1,payment,rental_id,float64,5,16044
sakila_1,payment,amount,float64,0,19
sakila_1,payment,payment_date,object,0,15819
sakila_1,payment,last_update,object,0,704
sakila_1,rental,rental_id,int64,0,16044
sakila_1,rental,rental_date,object,0,15815
sakila_1,rental,inventory_id,int64,0,4580
sakila_1,rental,customer_id,int64,0,599
sakila_1,rental,return_date,object,183,15836
sakila_1,rental,staff_id,int64,0,2
sakila_1,rental,last_update,object,0,2
sakila_1,staff,staff_id,object,0,0
sakila_1,staff,first_name,object,0,0
sakila_1,staff,last_name,object,0,0
sakila_1,staff,address_id,object,0,0
sakila_1,staff,picture,object,0,0
sakila_1,staff,email,object,0,0
sakila_1,staff,store_id,object,0,0
sakila_1,staff,active,object,0,0
sakila_1,staff,username,object,0,0
sakila_1,staff,password,object,0,0
sakila_1,staff,last_update,object,0,0
sakila_1,store,store_id,object,0,0
sakila_1,store,manager_staff_id,object,0,0
sakila_1,store,address_id,object,0,0
sakila_1,store,last_update,object,0,0
scholar,venue,venueId,object,0,0
scholar,venue,venueName,object,0,0
scholar,author,authorId,object,0,0
scholar,author,authorName,object,0,0
scholar,dataset,datasetId,object,0,0
scholar,dataset,datasetName,object,0,0
scholar,journal,journalId,object,0,0
scholar,journal,journalName,object,0,0
scholar,keyphrase,keyphraseId,object,0,0
scholar,keyphrase,keyphraseName,object,0,0
scholar,paper,paperId,object,0,0
scholar,paper,title,object,0,0
scholar,paper,venueId,object,0,0
scholar,paper,year,object,0,0
scholar,paper,numCiting,object,0,0
scholar,paper,numCitedBy,object,0,0
scholar,paper,journalId,object,0,0
scholar,cite,citingPaperId,object,0,0
scholar,cite,citedPaperId,object,0,0
scholar,paperDataset,paperId,object,0,0
scholar,paperDataset,datasetId,object,0,0
scholar,paperKeyphrase,paperId,object,0,0
scholar,paperKeyphrase,keyphraseId,object,0,0
scholar,writes,paperId,object,0,0
scholar,writes,authorId,object,0,0
school_bus,driver,Driver_ID,int64,0,12
school_bus,driver,Name,object,0,12
school_bus,driver,Party,object,0,2
school_bus,driver,Home_city,object,0,5
school_bus,driver,Age,int64,0,10
school_bus,school,School_ID,int64,0,7
school_bus,school,Grade,object,0,7
school_bus,school,School,object,0,7
school_bus,school,Location,object,0,5
school_bus,school,Type,object,0,3
school_bus,school_bus,School_ID,int64,0,5
school_bus,school_bus,Driver_ID,int64,0,5
school_bus,school_bus,Years_Working,int64,0,5
school_bus,school_bus,If_full_time,object,0,2
school_finance,School,School_id,object,0,8
school_finance,School,School_name,object,0,8
school_finance,School,Location,object,0,8
school_finance,School,Mascot,object,0,8
school_finance,School,Enrollment,int64,0,8
school_finance,School,IHSAA_Class,object,0,3
school_finance,School,IHSAA_Football_Class,object,0,4
school_finance,School,County,object,0,5
school_finance,budget,School_id,int64,0,5
school_finance,budget,Year,int64,0,8
school_finance,budget,Budgeted,int64,0,7
school_finance,budget,total_budget_percent_budgeted,float64,0,3
school_finance,budget,Invested,int64,0,7
school_finance,budget,total_budget_percent_invested,float64,0,3
school_finance,budget,Budget_invested_percent,object,0,8
school_finance,endowment,endowment_id,int64,0,11
school_finance,endowment,School_id,int64,0,8
school_finance,endowment,donator_name,object,0,11
school_finance,endowment,amount,float64,0,11
school_player,school,School_ID,int64,0,6
school_player,school,School,object,0,6
school_player,school,Location,object,0,6
school_player,school,Enrollment,float64,0,6
school_player,school,Founded,float64,0,6
school_player,school,Denomination,object,0,3
school_player,school,Boys_or_Girls,object,0,2
school_player,school,Day_or_Boarding,object,0,2
school_player,school,Year_Entered_Competition,float64,0,2
school_player,school,School_Colors,object,0,5
school_player,school_details,School_ID,int64,0,6
school_player,school_details,Nickname,object,0,6
school_player,school_details,Colors,object,0,6
school_player,school_details,League,object,0,1
school_player,school_details,Class,object,0,3
school_player,school_details,Division,object,0,3
school_player,school_performance,School_Id,int64,0,6
school_player,school_performance,School_Year,object,0,22
school_player,school_performance,Class_A,object,0,15
school_player,school_performance,Class_AA,object,0,16
school_player,player,Player_ID,int64,0,23
school_player,player,Player,object,0,23
school_player,player,Team,object,0,22
school_player,player,Age,int64,0,5
school_player,player,Position,object,0,9
school_player,player,School_ID,int64,0,6
scientist_1,Scientists,SSN,int64,0,12
scientist_1,Scientists,Name,object,0,12
scientist_1,Projects,Code,object,0,14
scientist_1,Projects,Name,object,0,14
scientist_1,Projects,Hours,int64,0,13
scientist_1,AssignedTo,Scientist,int64,0,12
scientist_1,AssignedTo,Project,object,0,8
ship_1,captain,Captain_ID,int64,0,7
ship_1,captain,Name,object,0,7
ship_1,captain,Ship_ID,int64,0,5
ship_1,captain,age,object,0,6
ship_1,captain,Class,object,0,5
ship_1,captain,Rank,object,0,3
ship_1,Ship,Ship_ID,int64,0,9
ship_1,Ship,Name,object,0,9
ship_1,Ship,Type,object,0,1
ship_1,Ship,Built_Year,float64,0,2
ship_1,Ship,Class,object,0,2
ship_1,Ship,Flag,object,0,2
ship_mission,mission,Mission_ID,int64,0,7
ship_mission,mission,Ship_ID,int64,0,7
ship_mission,mission,Code,object,0,7
ship_mission,mission,Launched_Year,int64,0,4
ship_mission,mission,Location,object,0,5
ship_mission,mission,Speed_knots,int64,0,3
ship_mission,mission,Fate,object,0,6
ship_mission,ship,Ship_ID,int64,0,8
ship_mission,ship,Name,object,0,8
ship_mission,ship,Type,object,0,2
ship_mission,ship,Nationality,object,0,2
ship_mission,ship,Tonnage,int64,0,8
shop_membership,member,Member_ID,int64,0,10
shop_membership,member,Card_Number,object,0,10
shop_membership,member,Name,object,0,10
shop_membership,member,Hometown,object,0,9
shop_membership,member,Level,int64,0,3
shop_membership,branch,Branch_ID,int64,0,8
shop_membership,branch,Name,object,0,8
shop_membership,branch,Open_year,object,0,6
shop_membership,branch,Address_road,object,0,8
shop_membership,branch,City,object,0,2
shop_membership,branch,membership_amount,object,0,8
shop_membership,membership_register_branch,Member_ID,int64,0,8
shop_membership,membership_register_branch,Branch_ID,object,0,6
shop_membership,membership_register_branch,Register_Year,object,0,2
shop_membership,purchase,Member_ID,int64,0,5
shop_membership,purchase,Branch_ID,object,0,5
shop_membership,purchase,Year,object,0,2
shop_membership,purchase,Total_pounds,float64,0,8
singer,singer,Singer_ID,int64,0,8
singer,singer,Name,object,0,8
singer,singer,Birth_Year,float64,0,8
singer,singer,Net_Worth_Millions,float64,0,8
singer,singer,Citizenship,object,0,5
singer,song,Song_ID,int64,0,8
singer,song,Title,object,0,8
singer,song,Singer_ID,int64,0,6
singer,song,Sales,float64,0,8
singer,song,Highest_Position,float64,0,2
small_bank_1,ACCOUNTS,custid,int64,0,7
small_bank_1,ACCOUNTS,name,object,0,7
small_bank_1,SAVINGS,custid,int64,0,6
small_bank_1,SAVINGS,balance,float64,0,6
small_bank_1,CHECKING,custid,int64,0,7
small_bank_1,CHECKING,balance,float64,0,6
soccer_1,Player_Attributes,id,int64,0,183978
soccer_1,Player_Attributes,player_fifa_api_id,int64,0,11062
soccer_1,Player_Attributes,player_api_id,int64,0,11060
soccer_1,Player_Attributes,date,object,0,197
soccer_1,Player_Attributes,overall_rating,float64,836,61
soccer_1,Player_Attributes,potential,float64,836,56
soccer_1,Player_Attributes,preferred_foot,object,836,2
soccer_1,Player_Attributes,attacking_work_rate,object,3230,8
soccer_1,Player_Attributes,defensive_work_rate,object,836,19
soccer_1,Player_Attributes,crossing,float64,836,95
soccer_1,Player_Attributes,finishing,float64,836,97
soccer_1,Player_Attributes,heading_accuracy,float64,836,96
soccer_1,Player_Attributes,short_passing,float64,836,95
soccer_1,Player_Attributes,volleys,float64,2713,93
soccer_1,Player_Attributes,dribbling,float64,836,97
soccer_1,Player_Attributes,curve,float64,2713,92
soccer_1,Player_Attributes,free_kick_accuracy,float64,836,97
soccer_1,Player_Attributes,long_passing,float64,836,95
soccer_1,Player_Attributes,ball_control,float64,836,93
soccer_1,Player_Attributes,acceleration,float64,836,86
soccer_1,Player_Attributes,sprint_speed,float64,836,85
soccer_1,Player_Attributes,agility,float64,2713,81
soccer_1,Player_Attributes,reactions,float64,836,78
soccer_1,Player_Attributes,balance,float64,2713,81
soccer_1,Player_Attributes,shot_power,float64,836,96
soccer_1,Player_Attributes,jumping,float64,2713,79
soccer_1,Player_Attributes,stamina,float64,836,84
soccer_1,Player_Attributes,strength,float64,836,82
soccer_1,Player_Attributes,long_shots,float64,836,96
soccer_1,Player_Attributes,aggression,float64,836,91
soccer_1,Player_Attributes,interceptions,float64,836,96
soccer_1,Player_Attributes,positioning,float64,836,95
soccer_1,Player_Attributes,vision,float64,2713,97
soccer_1,Player_Attributes,penalties,float64,836,94
soccer_1,Player_Attributes,marking,float64,836,95
soccer_1,Player_Attributes,standing_tackle,float64,836,95
soccer_1,Player_Attributes,sliding_tackle,float64,2713,94
soccer_1,Player_Attributes,gk_diving,float64,836,93
soccer_1,Player_Attributes,gk_handling,float64,836,90
soccer_1,Player_Attributes,gk_kicking,float64,836,97
soccer_1,Player_Attributes,gk_positioning,float64,836,94
soccer_1,Player_Attributes,gk_reflexes,float64,836,92
soccer_1,sqlite_sequence,name,object,0,6
soccer_1,sqlite_sequence,seq,int64,0,5
soccer_1,Player,id,int64,0,11060
soccer_1,Player,player_api_id,int64,0,11060
soccer_1,Player,player_name,object,0,10848
soccer_1,Player,player_fifa_api_id,int64,0,11060
soccer_1,Player,birthday,object,0,5762
soccer_1,Player,height,float64,0,20
soccer_1,Player,weight,int64,0,50
soccer_1,League,id,int64,0,11
soccer_1,League,country_id,int64,0,11
soccer_1,League,name,object,0,11
soccer_1,Country,id,int64,0,11
soccer_1,Country,name,object,0,11
soccer_1,Team,id,int64,0,299
soccer_1,Team,team_api_id,int64,0,299
soccer_1,Team,team_fifa_api_id,float64,11,285
soccer_1,Team,team_long_name,object,0,296
soccer_1,Team,team_short_name,object,0,259
soccer_1,Team_Attributes,id,int64,0,1458
soccer_1,Team_Attributes,team_fifa_api_id,int64,0,285
soccer_1,Team_Attributes,team_api_id,int64,0,288
soccer_1,Team_Attributes,date,object,0,6
soccer_1,Team_Attributes,buildUpPlaySpeed,int64,0,57
soccer_1,Team_Attributes,buildUpPlaySpeedClass,object,0,3
soccer_1,Team_Attributes,buildUpPlayDribbling,float64,969,49
soccer_1,Team_Attributes,buildUpPlayDribblingClass,object,0,3
soccer_1,Team_Attributes,buildUpPlayPassing,int64,0,58
soccer_1,Team_Attributes,buildUpPlayPassingClass,object,0,3
soccer_1,Team_Attributes,buildUpPlayPositioningClass,object,0,2
soccer_1,Team_Attributes,chanceCreationPassing,int64,0,50
soccer_1,Team_Attributes,chanceCreationPassingClass,object,0,3
soccer_1,Team_Attributes,chanceCreationCrossing,int64,0,56
soccer_1,Team_Attributes,chanceCreationCrossingClass,object,0,3
soccer_1,Team_Attributes,chanceCreationShooting,int64,0,57
soccer_1,Team_Attributes,chanceCreationShootingClass,object,0,3
soccer_1,Team_Attributes,chanceCreationPositioningClass,object,0,2
soccer_1,Team_Attributes,defencePressure,int64,0,48
soccer_1,Team_Attributes,defencePressureClass,object,0,3
soccer_1,Team_Attributes,defenceAggression,int64,0,47
soccer_1,Team_Attributes,defenceAggressionClass,object,0,3
soccer_1,Team_Attributes,defenceTeamWidth,int64,0,43
soccer_1,Team_Attributes,defenceTeamWidthClass,object,0,3
soccer_1,Team_Attributes,defenceDefenderLineClass,object,0,2
soccer_2,College,cName,object,0,4
soccer_2,College,state,object,0,4
soccer_2,College,enr,int64,0,4
soccer_2,Player,pID,int64,0,6
soccer_2,Player,pName,object,0,6
soccer_2,Player,yCard,object,0,2
soccer_2,Player,HS,int64,0,4
soccer_2,Tryout,pID,int64,0,5
soccer_2,Tryout,cName,object,0,4
soccer_2,Tryout,pPos,object,0,3
soccer_2,Tryout,decision,object,0,2
solvency_ii,Addresses,Address_ID,int64,0,15
solvency_ii,Addresses,address_details,object,0,15
solvency_ii,Locations,Location_ID,int64,0,15
solvency_ii,Locations,Other_Details,object,0,15
solvency_ii,Products,Product_ID,int64,0,15
solvency_ii,Products,Product_Type_Code,object,0,4
solvency_ii,Products,Product_Name,object,0,9
solvency_ii,Products,Product_Price,float64,0,15
solvency_ii,Parties,Party_ID,int64,0,7
solvency_ii,Parties,Party_Details,object,0,7
solvency_ii,Assets,Asset_ID,int64,0,3
solvency_ii,Assets,Other_Details,object,0,3
solvency_ii,Channels,Channel_ID,int64,0,15
solvency_ii,Channels,Other_Details,object,0,15
solvency_ii,Finances,Finance_ID,int64,0,15
solvency_ii,Finances,Other_Details,object,0,3
solvency_ii,Events,Event_ID,int64,0,15
solvency_ii,Events,Address_ID,int64,0,8
solvency_ii,Events,Channel_ID,int64,0,11
solvency_ii,Events,Event_Type_Code,object,0,5
solvency_ii,Events,Finance_ID,int64,0,11
solvency_ii,Events,Location_ID,int64,0,10
solvency_ii,Products_in_Events,Product_in_Event_ID,int64,0,15
solvency_ii,Products_in_Events,Event_ID,int64,0,9
solvency_ii,Products_in_Events,Product_ID,int64,0,10
solvency_ii,Parties_in_Events,Party_ID,int64,0,5
solvency_ii,Parties_in_Events,Event_ID,int64,0,11
solvency_ii,Parties_in_Events,Role_Code,object,0,2
solvency_ii,Agreements,Document_ID,int64,0,15
solvency_ii,Agreements,Event_ID,int64,0,9
solvency_ii,Assets_in_Events,Asset_ID,int64,0,3
solvency_ii,Assets_in_Events,Event_ID,int64,0,8
sports_competition,club,Club_ID,int64,0,6
sports_competition,club,name,object,0,6
sports_competition,club,Region,object,0,6
sports_competition,club,Start_year,object,0,6
sports_competition,club_rank,Rank,float64,0,6
sports_competition,club_rank,Club_ID,int64,0,6
sports_competition,club_rank,Gold,float64,0,6
sports_competition,club_rank,Silver,float64,0,6
sports_competition,club_rank,Bronze,float64,0,4
sports_competition,club_rank,Total,float64,0,6
sports_competition,player,Player_ID,int64,0,15
sports_competition,player,name,object,0,15
sports_competition,player,Position,object,0,10
sports_competition,player,Club_ID,int64,0,5
sports_competition,player,Apps,float64,0,13
sports_competition,player,Tries,float64,0,8
sports_competition,player,Goals,object,0,4
sports_competition,player,Points,float64,0,10
sports_competition,competition,Competition_ID,int64,0,11
sports_competition,competition,Year,float64,0,2
sports_competition,competition,Competition_type,object,0,2
sports_competition,competition,Country,object,0,6
sports_competition,competition_result,Competition_ID,int64,0,6
sports_competition,competition_result,Club_ID_1,int64,0,3
sports_competition,competition_result,Club_ID_2,int64,0,3
sports_competition,competition_result,Score,object,0,6
station_weather,train,id,int64,0,11
station_weather,train,train_number,int64,0,11
station_weather,train,name,object,0,7
station_weather,train,origin,object,0,9
station_weather,train,destination,object,0,9
station_weather,train,time,object,0,11
station_weather,train,interval,object,0,1
station_weather,station,id,int64,0,11
station_weather,station,network_name,object,0,11
station_weather,station,services,object,0,6
station_weather,station,local_authority,object,0,6
station_weather,route,train_id,int64,0,10
station_weather,route,station_id,int64,0,9
station_weather,weekly_weather,station_id,int64,0,5
station_weather,weekly_weather,day_of_week,object,0,7
station_weather,weekly_weather,high_temperature,int64,0,9
station_weather,weekly_weather,low_temperature,int64,0,7
station_weather,weekly_weather,precipitation,float64,0,8
station_weather,weekly_weather,wind_speed_mph,int64,0,12
store_1,artists,id,int64,0,275
store_1,artists,name,object,0,275
store_1,sqlite_sequence,name,object,0,10
store_1,sqlite_sequence,seq,int64,0,10
store_1,albums,id,int64,0,347
store_1,albums,title,object,0,347
store_1,albums,artist_id,int64,0,204
store_1,employees,id,int64,0,8
store_1,employees,last_name,object,0,8
store_1,employees,first_name,object,0,8
store_1,employees,title,object,0,5
store_1,employees,reports_to,float64,1,3
store_1,employees,birth_date,object,0,8
store_1,employees,hire_date,object,0,7
store_1,employees,address,object,0,8
store_1,employees,city,object,0,3
store_1,employees,state,object,0,1
store_1,employees,country,object,0,1
store_1,employees,postal_code,object,0,8
store_1,employees,phone,object,0,7
store_1,employees,fax,object,0,8
store_1,employees,email,object,0,8
store_1,customers,id,int64,0,59
store_1,customers,first_name,object,0,57
store_1,customers,last_name,object,0,59
store_1,customers,company,object,49,10
store_1,customers,address,object,0,59
store_1,customers,city,object,0,53
store_1,customers,state,object,29,25
store_1,customers,country,object,0,24
store_1,customers,postal_code,object,4,55
store_1,customers,phone,object,1,58
store_1,customers,fax,object,47,12
store_1,customers,email,object,0,59
store_1,customers,support_rep_id,int64,0,3
store_1,genres,id,int64,0,25
store_1,genres,name,object,0,25
store_1,invoices,id,int64,0,412
store_1,invoices,customer_id,int64,0,59
store_1,invoices,invoice_date,object,0,354
store_1,invoices,billing_address,object,0,59
store_1,invoices,billing_city,object,0,53
store_1,invoices,billing_state,object,202,25
store_1,invoices,billing_country,object,0,24
store_1,invoices,billing_postal_code,object,28,55
store_1,invoices,total,float64,0,23
store_1,media_types,id,int64,0,5
store_1,media_types,name,object,0,5
store_1,tracks,id,int64,0,3503
store_1,tracks,name,object,0,3257
store_1,tracks,album_id,int64,0,347
store_1,tracks,media_type_id,int64,0,5
store_1,tracks,genre_id,int64,0,25
store_1,tracks,composer,object,978,852
store_1,tracks,milliseconds,int64,0,3080
store_1,tracks,bytes,int64,0,3501
store_1,tracks,unit_price,float64,0,2
store_1,invoice_lines,id,int64,0,2240
store_1,invoice_lines,invoice_id,int64,0,412
store_1,invoice_lines,track_id,int64,0,1984
store_1,invoice_lines,unit_price,float64,0,2
store_1,invoice_lines,quantity,int64,0,1
store_1,playlists,id,int64,0,18
store_1,playlists,name,object,0,14
store_1,playlist_tracks,playlist_id,int64,0,14
store_1,playlist_tracks,track_id,int64,0,3503
store_product,product,product_id,int64,0,6
store_product,product,product,object,0,6
store_product,product,dimensions,object,0,6
store_product,product,dpi,float64,0,1
store_product,product,pages_per_minute_color,float64,0,6
store_product,product,max_page_size,object,0,3
store_product,product,interface,object,0,1
store_product,store,Store_ID,int64,0,5
store_product,store,Store_Name,object,0,5
store_product,store,Type,object,0,2
store_product,store,Area_size,float64,0,5
store_product,store,Number_of_product_category,float64,0,5
store_product,store,Ranking,int64,0,5
store_product,district,District_ID,int64,0,15
store_product,district,District_name,object,0,15
store_product,district,Headquartered_City,object,0,15
store_product,district,City_Population,float64,0,15
store_product,district,City_Area,float64,0,13
store_product,store_product,Store_ID,int64,0,4
store_product,store_product,Product_ID,int64,0,5
store_product,store_district,Store_ID,int64,0,5
store_product,store_district,District_ID,int64,0,4
storm_record,storm,Storm_ID,int64,0,10
storm_record,storm,Name,object,0,10
storm_record,storm,Dates_active,object,0,10
storm_record,storm,Max_speed,int64,0,8
storm_record,storm,Damage_millions_USD,float64,0,6
storm_record,storm,Number_Deaths,int64,0,6
